Class_60,Class_50,Class_40,Class_30,Class_10,Class_sum,system:index,boundary,osm_id,admin_level,name,local_name,parents
1.8191740949608878E-4,0.5997816991086047,0.09059486992905222,0.032017464071311626,0.2774240494815354,109.94,0,administrative,-9674151,5,Kota Malang,Kota Malang,"-3438227,-7225990,-304751"
